fluid,estimated,temp_c_k,volume_m3,throat_area_m2,area_ratio,slug_ratio,rho_c,pressure_c_bar,u_j_kg,store_charged,exit_temp_k,exit_rho,exit_speed_m_s,conversion,conversion_capped,store_returned,store_held_exit,min_damkohler,margin_decades,verdict,freeze_area_ratio,freeze_temp_k,nozzle_length_m,blowdown_ms,blowdown_fits,eta_jet,thrust_floor,isp_true_s,isp_effective_s,isp_carried_gross_s,momentum_debit_s,below_carbon_floor
water,False,8000,200,0.1,282.743,46.1135,5.889189e+00,579.0785,5.969625e+07,0.84030,3173.10,4.863385e-03,9058.89,0.68734,0.33489,0.05353,0.38229,3.825407e-02,-2.4173,frozen,1.000,7064.1,10.530,920.42,False,0.57870,0.14569,644.8,492.9,658.8,165.8,False
water,False,8000,200,0.05,565.487,46.1135,5.889189e+00,579.0785,5.969625e+07,0.84030,3016.15,2.376926e-03,9271.77,0.72003,0.34429,0.05353,0.35500,9.189437e-03,-3.0367,frozen,1.000,7064.1,10.725,1840.84,False,0.58676,0.14569,653.8,502.1,668.0,165.8,False
water,False,8000,400,7,4.039,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,4767.74,2.212362e-01,6830.27,0.36975,0.36975,0.24487,0.68634,1.897591e+01,0.2782,equilibrium,,,5.625,25.20,True,0.60807,0.14977,696.5,537.0,712.5,175.5,False
water,False,8000,400,4,7.069,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,4407.40,1.174848e-01,7346.08,0.42771,0.42771,0.29456,0.64118,1.434444e+01,0.1567,equilibrium,,,6.985,44.10,True,0.65400,0.14977,749.1,590.8,766.3,175.5,False
water,False,8000,400,2,14.137,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,4055.97,5.499017e-02,7848.53,0.48822,0.46128,0.31185,0.59210,4.510712e+00,-0.3458,freezing,8.738,4290.8,8.218,88.21,True,0.67918,0.14977,777.9,620.3,795.8,175.5,False
water,False,8000,400,1,28.274,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,3772.44,2.615908e-02,8254.37,0.54001,0.28449,0.04815,0.54870,1.117363e+00,-0.9518,freezing,1.000,6937.6,9.091,176.42,True,0.53338,0.14977,610.9,449.5,625.0,175.5,False
water,False,8000,400,0.5,56.549,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,3535.42,1.255753e-02,8594.34,0.58541,0.29848,0.04815,0.50980,2.646533e-01,-1.5773,freezing,1.000,6937.6,9.707,352.84,True,0.54633,0.14977,625.8,464.6,640.1,175.5,False
water,False,8000,400,0.2,141.372,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,3273.46,4.814164e-03,8971.07,0.63786,0.31380,0.04815,0.46382,4.093604e-02,-2.3879,frozen,1.000,6937.6,10.255,882.09,False,0.56018,0.14977,641.6,480.9,656.4,175.5,False
water,False,8000,400,0.1,282.743,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,3104.19,2.342748e-03,9215.13,0.67304,0.32367,0.04815,0.43248,9.546674e-03,-3.0201,frozen,1.000,6937.6,10.530,1764.18,False,0.56892,0.14977,651.6,491.1,666.6,175.5,False
water,False,8000,400,0.05,565.487,43.5821,2.786384e+00,288.8517,6.308579e+07,0.90891,2954.23,1.143812e-03,9431.76,0.70506,0.33239,0.04815,0.40363,2.226162e-03,-3.6524,frozen,1.000,6937.6,10.725,3528.35,False,0.57653,0.14977,660.4,500.0,675.5,175.5,False
water,False,10000,50,7,4.039,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,5578.41,1.773181e+00,7372.13,0.42636,0.42636,0.26323,0.61414,1.056576e+03,2.0239,equilibrium,,,5.625,2.89,True,0.65296,0.15054,751.7,591.8,769.2,177.3,False
water,False,10000,50,4,7.069,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,5092.84,9.461944e-01,7899.57,0.48955,0.48955,0.31666,0.56959,7.986965e+02,1.9024,equilibrium,,,6.985,5.05,True,0.69968,0.15054,805.5,646.9,824.2,177.3,False
water,False,10000,50,2,14.137,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,4627.44,4.445801e-01,8407.39,0.55451,0.55451,0.37455,0.52134,2.364704e+02,1.3738,equilibrium,,,8.218,10.10,True,0.74465,0.15054,857.3,699.9,877.2,177.3,False
water,False,10000,50,1,28.274,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,4258.80,2.120183e-01,8812.96,0.60930,0.60930,0.42550,0.47887,5.722457e+01,0.7576,equilibrium,,,9.091,20.20,True,0.78058,0.15054,898.7,742.2,919.5,177.3,False
water,False,10000,50,0.5,56.549,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,3956.06,1.021289e-01,9149.04,0.65666,0.65666,0.47101,0.44094,1.393301e+01,0.1440,equilibrium,,,9.707,40.40,True,0.81034,0.15054,932.9,777.2,954.6,177.3,False
water,False,10000,50,0.2,141.372,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,3626.62,3.923905e-02,9518.45,0.71075,0.67118,0.46506,0.39638,2.073909e+00,-0.6832,freezing,51.446,3994.1,10.255,100.99,True,0.81925,0.15054,943.2,787.7,965.1,177.3,False
water,False,10000,50,0.1,282.743,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,3417.12,1.915369e-02,9755.55,0.74660,0.67329,0.45074,0.36610,5.067625e-01,-1.2952,freezing,41.162,4087.8,10.530,201.98,True,0.82054,0.15054,944.7,789.3,966.6,177.3,False
water,False,10000,50,0.05,565.487,43.1275,2.206377e+01,2697.6867,6.373570e+07,0.83355,3233.50,9.377757e-03,9964.83,0.77898,0.67362,0.43597,0.33832,1.227526e-01,-1.9110,freezing,32.959,4186.8,10.725,403.96,False,0.82075,0.15054,944.9,789.5,966.8,177.3,False
water,False,10000,100,7,4.039,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,5400.12,8.547132e-01,7522.29,0.42115,0.42115,0.24875,0.67908,2.465840e+02,1.3920,equilibrium,,,5.625,5.54,True,0.64896,0.15455,767.1,598.7,785.8,187.1,False
water,False,10000,100,4,7.069,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,4934.34,4.563109e-01,8052.79,0.48265,0.48265,0.30108,0.63178,1.864000e+02,1.2704,equilibrium,,,6.985,9.69,True,0.69473,0.15455,821.2,654.1,841.3,187.1,False
water,False,10000,100,2,14.137,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,4490.62,2.145130e-01,8564.18,0.54590,0.54590,0.35778,0.58052,5.612924e+01,0.7492,equilibrium,,,8.218,19.38,True,0.73885,0.15455,873.3,707.5,894.7,187.1,False
water,False,10000,100,1,28.274,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,4140.06,1.023164e-01,8973.39,0.59931,0.59931,0.40768,0.53542,1.366791e+01,0.1357,equilibrium,,,9.091,38.76,True,0.77415,0.15455,915.0,750.3,937.4,187.1,False
water,False,10000,100,0.5,56.549,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,3852.53,4.932108e-02,9312.92,0.64552,0.61513,0.40792,0.49512,3.454100e+00,-0.4617,freezing,28.379,4138.3,9.707,77.51,True,0.78430,0.15455,927.0,762.6,949.7,187.1,False
water,False,10000,100,0.2,141.372,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,3539.50,1.896581e-02,9686.85,0.69840,0.61629,0.38485,0.44777,5.279686e-01,-1.2774,freezing,20.382,4296.2,10.255,193.78,True,0.78504,0.15455,927.9,763.5,950.6,187.1,False
water,False,10000,100,0.1,282.743,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,3340.00,9.248413e-03,9927.58,0.73354,0.61609,0.36882,0.41565,1.250733e-01,-1.9028,freezing,16.368,4409.9,10.530,387.56,True,0.78491,0.15455,927.8,763.3,950.5,187.1,False
water,False,10000,100,0.05,565.487,40.8661,1.046652e+01,1351.6277,6.717848e+07,0.90393,3165.12,4.527688e-03,10140.17,0.76530,0.61411,0.35226,0.38614,3.012951e-02,-2.5210,frozen,13.160,4531.2,10.725,775.12,False,0.78365,0.15455,926.3,761.8,948.9,187.1,False
water,False,10000,200,7,4.039,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,5200.34,4.208677e-01,7588.61,0.41510,0.41510,0.23063,0.72926,5.260007e+01,0.7210,equilibrium,,,5.625,10.75,True,0.64428,0.15705,773.8,600.0,793.4,193.4,False
water,False,10000,200,4,7.069,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,4758.38,2.247627e-01,8116.78,0.47489,0.47489,0.28213,0.68045,3.976192e+01,0.5995,equilibrium,,,6.985,18.80,True,0.68912,0.15705,827.7,655.2,848.6,193.4,False
water,False,10000,200,2,14.137,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,4339.53,1.056942e-01,8627.21,0.53650,0.53650,0.33805,0.62744,1.357056e+01,0.1326,equilibrium,,,8.218,37.61,True,0.73246,0.15705,879.7,708.6,902.0,193.4,False
water,False,10000,200,1,28.274,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,4009.49,5.049168e-02,9036.42,0.58860,0.55424,0.33802,0.58069,3.519402e+00,-0.4535,freezing,14.131,4339.7,9.091,75.22,True,0.74448,0.15705,894.2,723.4,916.8,193.4,False
water,False,10000,200,0.5,56.549,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,3738.11,2.431400e-02,9377.56,0.63388,0.55720,0.32128,0.53892,8.543925e-01,-1.0683,freezing,11.371,4459.6,9.707,150.43,True,0.74646,0.15705,896.5,725.8,919.2,193.4,False
water,False,10000,200,0.2,141.372,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,3442.64,9.355629e-03,9753.76,0.68576,0.37527,0.03728,0.48974,1.366261e-01,-1.8645,freezing,1.001,8232.9,10.255,376.08,True,0.61259,0.15705,735.8,561.0,754.4,193.4,False
water,False,10000,200,0.1,282.743,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,3253.98,4.564333e-03,9996.52,0.72032,0.38529,0.03728,0.45633,3.305532e-02,-2.4808,frozen,1.001,8232.9,10.530,752.16,False,0.62072,0.15705,745.5,571.0,764.4,193.4,False
water,False,10000,200,0.05,565.487,39.5461,5.068265e+00,676.4197,6.936545e+07,0.94787,3088.20,2.233584e-03,10211.43,0.75162,0.39406,0.03728,0.42565,7.858898e-03,-3.1046,frozen,1.001,8232.9,10.725,1504.32,False,0.62775,0.15705,754.0,579.6,773.0,193.4,False
water,False,10000,400,7,4.039,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,4991.78,2.099387e-01,7600.31,0.40877,0.28062,0.02776,0.76803,9.916756e+00,-0.0036,freezing,1.001,8038.9,5.625,21.08,True,0.52974,0.15850,642.1,461.6,658.7,197.1,False
water,False,10000,400,4,7.069,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,4576.10,1.122622e-01,8121.60,0.46677,0.30299,0.02776,0.71862,7.496363e+00,-0.1251,freezing,1.001,8038.9,6.985,36.90,True,0.55045,0.15850,667.2,487.4,684.4,197.1,False
water,False,10000,400,2,14.137,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,4183.68,5.285451e-02,8627.41,0.52672,0.32411,0.02776,0.66476,3.534191e+00,-0.4517,freezing,1.001,8038.9,8.218,73.79,True,0.56931,0.15850,690.1,510.8,707.9,197.1,False
water,False,10000,400,1,28.274,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,3874.22,2.523537e-02,9034.99,0.57766,0.34074,0.02776,0.61717,9.050119e-01,-1.0433,freezing,1.001,8038.9,9.091,147.59,True,0.58373,0.15850,707.6,528.7,725.8,197.1,False
water,False,10000,400,0.5,56.549,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,3619.72,1.215828e-02,9375.54,0.62203,0.35437,0.02776,0.57453,2.247632e-01,-1.6483,freezing,1.001,8038.9,9.707,295.17,True,0.59529,0.15850,721.6,543.1,740.2,197.1,False
water,False,10000,400,0.2,141.372,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,3341.75,4.673367e-03,9752.64,0.67307,0.36919,0.02776,0.52429,3.483217e-02,-2.4580,frozen,1.001,8038.9,10.255,737.93,False,0.60761,0.15850,736.5,558.4,755.5,197.1,False
water,False,10000,400,0.1,282.743,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,3164.00,2.280860e-03,9996.39,0.70714,0.37858,0.02776,0.49006,8.668786e-03,-3.0620,frozen,1.001,8038.9,10.530,1475.85,False,0.61529,0.15850,745.8,568.0,765.1,197.1,False
water,False,10000,400,0.05,565.487,38.8053,2.487830e+00,338.2133,7.065647e+07,0.97278,3007.47,1.116432e-03,10212.64,0.73806,0.38682,0.02776,0.45859,2.120204e-03,-3.6736,frozen,1.001,8038.9,10.725,2951.70,False,0.62195,0.15850,753.9,576.3,773.3,197.1,False
water,False,12000,50,7,4.039,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,5867.91,1.624253e+00,8195.85,0.46395,0.46395,0.23809,0.69985,5.850526e+02,1.7672,equilibrium,,,5.625,2.48,True,0.68114,0.16043,835.7,655.8,857.8,202.1,False
water,False,12000,50,4,7.069,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,5309.04,8.700343e-01,8738.09,0.52737,0.52737,0.29221,0.65013,4.422582e+02,1.6457,equilibrium,,,6.985,4.34,True,0.72620,0.16043,891.0,712.5,914.6,202.1,False
water,False,12000,50,2,14.137,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,4789.74,4.109050e-01,9255.31,0.59165,0.59165,0.35087,0.59625,1.714527e+02,1.2341,equilibrium,,,8.218,8.68,True,0.76919,0.16043,943.8,766.7,968.7,202.1,False
water,False,12000,50,1,28.274,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,4387.23,1.967492e-01,9666.20,0.64535,0.64535,0.40241,0.54891,4.440692e+01,0.6475,equilibrium,,,9.091,17.35,True,0.80334,0.16043,985.7,809.7,1011.7,202.1,False
water,False,12000,50,0.5,56.549,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,4061.48,9.502867e-02,10005.61,0.69146,0.69146,0.44832,0.50674,1.107642e+01,0.0444,equilibrium,,,9.707,34.71,True,0.83154,0.16043,1020.3,845.2,1047.2,202.1,False
water,False,12000,50,0.2,141.372,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,3711.50,3.662662e-02,10377.46,0.74381,0.70040,0.43491,0.45736,1.716839e+00,-0.7653,freezing,45.835,4153.5,10.255,86.77,True,0.83690,0.16043,1026.9,851.9,1054.0,202.1,False
water,False,12000,50,0.1,282.743,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,3491.05,1.791197e-02,10615.61,0.77835,0.70187,0.42018,0.42391,4.277527e-01,-1.3688,freezing,36.654,4257.5,10.530,173.53,True,0.83778,0.16043,1027.9,853.0,1055.1,202.1,False
water,False,12000,50,0.05,565.487,37.8513,1.942563e+01,3046.9869,7.239149e+07,0.91854,3299.05,8.784352e-03,10825.51,0.80943,0.69906,0.40108,0.39329,1.053057e-01,-1.9775,freezing,27.749,4396.8,10.725,347.07,True,0.83610,0.16043,1025.9,850.9,1053.0,202.1,False
water,False,12000,100,7,4.039,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,5630.42,8.005677e-01,8261.36,0.45882,0.45882,0.21763,0.74822,9.779290e+01,0.9903,equilibrium,,,5.625,4.86,True,0.67736,0.16262,842.4,657.6,865.3,207.7,False
water,False,12000,100,4,7.069,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,5103.40,4.297319e-01,8797.48,0.52030,0.52030,0.27110,0.69708,7.392448e+01,0.8688,equilibrium,,,6.985,8.50,True,0.72132,0.16262,897.1,713.7,921.5,207.7,False
water,False,12000,100,2,14.137,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,4615.55,2.030405e-01,9311.47,0.58288,0.58288,0.32922,0.64150,4.351826e+01,0.6387,equilibrium,,,8.218,17.00,True,0.76346,0.16262,949.5,767.6,975.3,207.7,False
water,False,12000,100,1,28.274,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,4237.81,9.718254e-02,9721.42,0.63533,0.63533,0.38036,0.59260,1.099279e+01,0.0411,equilibrium,,,9.091,34.00,True,0.79707,0.16262,991.3,810.5,1018.2,207.7,False
water,False,12000,100,0.5,56.549,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,3932.26,4.698059e-02,10060.74,0.68045,0.64268,0.36832,0.54896,2.885663e+00,-0.5398,freezing,23.838,4322.9,9.707,68.01,True,0.80167,0.16262,997.0,816.4,1024.1,207.7,False
water,False,12000,100,0.2,141.372,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,3603.20,1.811739e-02,10433.81,0.73185,0.64579,0.34809,0.49780,4.521487e-01,-1.3447,freezing,18.083,4471.1,10.255,170.02,True,0.80361,0.16262,999.4,818.8,1026.6,207.7,False
water,False,12000,100,0.1,282.743,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,3395.21,8.850968e-03,10673.66,0.76589,0.64227,0.32698,0.46315,1.094863e-01,-1.9606,freezing,13.741,4632.7,10.530,340.04,True,0.80142,0.16262,996.7,816.0,1023.8,207.7,False
water,False,12000,100,0.05,565.487,36.8147,9.453685e+00,1526.0028,7.437576e+07,0.95635,3213.85,4.339853e-03,10885.32,0.79656,0.45519,0.02776,0.43138,2.680434e-02,-2.5718,frozen,1.001,9634.1,10.725,680.08,False,0.67468,0.16262,839.1,654.1,861.9,207.7,False
water,False,12000,200,7,4.039,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,5388.66,3.975446e-01,8284.30,0.45365,0.45365,0.19496,0.78687,1.311652e+01,0.1178,equilibrium,,,5.625,9.63,True,0.67354,0.16400,844.8,656.7,868.1,211.4,False
water,False,12000,200,4,7.069,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,4894.07,2.137246e-01,8810.77,0.51314,0.36197,0.01816,0.73520,9.915158e+00,-0.0037,freezing,1.001,9487.4,6.985,16.86,True,0.60164,0.16400,754.6,564.1,775.4,211.4,False
water,False,12000,200,2,14.137,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,4438.32,1.010329e-01,9318.16,0.57395,0.38480,0.01816,0.67881,7.011076e+00,-0.1542,freezing,1.001,9487.4,8.218,33.72,True,0.62032,0.16400,778.0,588.1,799.5,211.4,False
water,False,12000,200,1,28.274,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,4085.88,4.839171e-02,9724.51,0.62510,0.40243,0.01816,0.62905,2.825891e+00,-0.5488,freezing,1.001,9487.4,9.091,67.44,True,0.63438,0.16400,795.6,606.3,817.6,211.4,False
water,False,12000,200,0.5,56.549,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,3800.22,2.338901e-02,10062.34,0.66928,0.41666,0.01816,0.58457,7.326706e-01,-1.1351,freezing,1.001,9487.4,9.707,134.88,True,0.64550,0.16400,809.6,620.6,832.0,211.4,False
water,False,12000,200,0.2,141.372,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,3491.98,9.023299e-03,10434.96,0.71977,0.43195,0.01816,0.53229,1.195231e-01,-1.9225,freezing,1.001,9487.4,10.255,337.19,True,0.65723,0.16400,824.3,635.7,847.1,211.4,False
water,False,12000,200,0.1,282.743,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,3296.59,4.409404e-03,10675.28,0.75331,0.44159,0.01816,0.49682,2.908779e-02,-2.5363,frozen,1.001,9487.4,10.530,674.38,False,0.66452,0.16400,833.5,645.1,856.5,211.4,False
water,False,12000,200,0.05,565.487,36.1822,4.647771e+00,762.5858,7.564110e+07,0.97742,3125.70,2.160946e-03,10887.97,0.78362,0.44999,0.01816,0.46428,7.032721e-03,-3.1529,frozen,1.001,9487.4,10.725,1348.77,False,0.67082,0.16400,841.3,653.2,864.6,211.4,False
water,False,12000,400,7,4.039,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,5152.02,1.974815e-01,8293.66,0.44934,0.34312,0.01031,0.81878,1.271785e+00,-0.8956,freezing,1.000,9422.6,5.625,19.29,True,0.58576,0.16497,739.0,545.8,759.7,214.0,False
water,False,12000,400,4,7.069,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,4688.42,1.062997e-01,8807.75,0.50677,0.36622,0.01031,0.76720,9.613790e-01,-1.0171,freezing,1.000,9422.6,6.985,33.75,True,0.60516,0.16497,763.5,570.9,784.9,214.0,False
water,False,12000,400,2,14.137,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,4263.76,5.029031e-02,9305.81,0.56570,0.38749,0.01031,0.71060,6.797976e-01,-1.1676,freezing,1.000,9422.6,8.218,67.50,True,0.62249,0.16497,785.4,593.4,807.3,214.0,False
water,False,12000,400,1,28.274,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,3935.78,2.411158e-02,9706.54,0.61547,0.40390,0.01031,0.66048,4.806895e-01,-1.3181,freezing,1.000,9422.6,9.091,135.01,True,0.63553,0.16497,801.8,610.3,824.3,214.0,False
water,False,12000,400,0.5,56.549,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,3669.27,1.165008e-02,10041.44,0.65868,0.41722,0.01031,0.61558,1.862148e-01,-1.7300,freezing,1.000,9422.6,9.707,270.01,True,0.64593,0.16497,814.9,623.8,837.7,214.0,False
water,False,12000,400,0.2,141.372,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,3381.08,4.496016e-03,10412.10,0.70820,0.43153,0.01031,0.56266,3.079273e-02,-2.5116,frozen,1.000,9422.6,10.255,675.04,False,0.65691,0.16497,828.8,638.0,852.0,214.0,False
water,False,12000,400,0.1,282.743,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,3197.83,2.197488e-03,10651.99,0.74121,0.44058,0.01031,0.52666,7.641192e-03,-3.1168,frozen,1.000,9422.6,10.530,1350.07,False,0.66376,0.16497,837.4,646.9,860.9,214.0,False
water,False,12000,400,0.05,565.487,35.7454,2.296590e+00,380.4032,7.654009e+07,0.98857,3037.14,1.077045e-03,10864.83,0.77113,0.44849,0.01031,0.49360,1.853378e-03,-3.7320,frozen,1.000,9422.6,10.725,2700.15,False,0.66969,0.16497,844.9,654.6,868.6,214.0,False
